genre,1890,1910,1900,1920,1930,1940,1950,1960,1970,1990,2010,2000,2020,1980,0
Drama,0.0,0.38993469074145215,0.1935483870967742,0.332338152105594,0.2697947214076246,0.2722376973073352,0.3079936233204281,0.3010437971648212,0.28496214074415827,0.2763901549680948,0.24553711900316755,0.27399592972546416,0.24487839030775319,0.2800810626037699,0.14893617021276595
Comedy,0.0,0.10334229734921245,0.06451612903225806,0.11879321181646763,0.17958689277062348,0.16911173011451563,0.15877932133910272,0.1574158967487129,0.1484245664504573,0.1518003646308113,0.12938683895869607,0.1515415818692805,0.12185321603604152,0.1471090926848325,0.1702127659574468
Documentary,0.2857142857142857,0.009604302727621975,0.04838709677419355,0.011942174732872407,0.005865102639296188,0.005942432683379758,0.007606467774994306,0.01463431835813527,0.024533883355497055,0.047174111212397445,0.134638109822184,0.10692085115809001,0.12947855468631092,0.02702900673893935,0.14893617021276595
Romance,0.14285714285714285,0.07568190549366116,0.0,0.1228786926461345,0.131327298227719,0.09371711544413494,0.08613072193122295,0.08269271457789688,0.05813227671180829,0.07650410209662717,0.05398110661268556,0.07366643131065609,0.04890262092478159,0.05889246996777029,0.0425531914893617
Action,0.0,0.028812908182865925,0.016129032258064516,0.05861093651791326,0.036656891495601175,0.027236149798823894,0.029651560009109543,0.05271880950701742,0.07476863788096724,0.08865086599817684,0.054736282715557326,0.0599050269274965,0.057212870232260814,0.08582381091903506,0.0851063829787234
Crime,0.0,0.04494813676527084,0.0,0.0428975487115022,0.07822261889583068,0.06802847415660786,0.07319517194260988,0.06957472318217081,0.06849947078459576,0.06365086599817685,0.039814562312517045,0.04754191413658955,0.042555782167970534,0.055889246996777026,0.02127659574468085
Thriller,0.0,0.01114099116404149,0.0,0.008485229415461974,0.008542649496366187,0.013246672856700711,0.019813254383967204,0.02757599266520911,0.03484679892528564,0.054193254329990885,0.06161677609727787,0.05306585814954798,0.08159568962893063,0.038065240746166615,0.0851063829787234
Horror,0.0,0.016903572800614674,0.0,0.01272784412319296,0.007650133877342854,0.011513463324048283,0.012844454566158051,0.020911206714154737,0.03522674844627785,0.03133546034639927,0.05688294071168355,0.04460688623998006,0.06753219080088886,0.03828498876843442,0.14893617021276595
Adventure,0.0,0.09642719938532462,0.03225806451612903,0.10905091137649277,0.04373326533214331,0.04128752708139895,0.05023912548394443,0.05853727343254108,0.047086601351534724,0.02531905195989061,0.02882954696426199,0.024629314283340947,0.025356914553590452,0.03547709737279031,0.0
Mystery,0.0,0.018056089127929314,0.0,0.017127592708988056,0.03474435802626546,0.030578768183225007,0.017034843999089045,0.01978277734678045,0.018861779792113332,0.019074749316317228,0.026661911854167105,0.022732621727513117,0.02861404523454385,0.01753100888758668,0.0425531914893617
